  -7.2737364157304873e-01	   1.3361637029048822e-16	   0.0000000000000000e+00	
  -7.0492873545941331e-02	   1.3835005418451068e-01	   2.4394847335207307e-02	
   4.2753949942290953e-01	   5.8845763729298817e-01	   1.3877787807814457e-17	
   1.8925111041931975e-01	  -3.7142621748747245e-01	  -5.6472612811433942e-01	
  -2.6961993245013072e-01	   5.2915891192021580e-01	  -8.0454703899834235e-01	
   2.6961993245013072e-01	  -5.2915891192021580e-01	   8.0454703899834235e-01	
  -4.4393021066677502e-01	   4.4393021066677524e-01	   0.0000000000000000e+00	
   2.7755575615628914e-17	   2.4184476264797533e-01	   3.0153689607045831e-02	
   4.4393021066677524e-01	   4.4393021066677502e-01	   1.3877787807814457e-17	
  -1.6653345369377348e-16	  -7.0060168402164869e-01	  -5.6766564987506574e-01	
   1.3241547888057523e-16	   6.2389144241805250e-01	  -7.8151101596683947e-01	
  -1.3241547888057523e-16	  -6.2389144241805250e-01	   7.8151101596683947e-01	
   1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   0.0000000000000000e+00	   1.0000000000000000e+00	   0.0000000000000000e+00	
   0.0000000000000000e+00	  -1.0000000000000000e+00	   0.0000000000000000e+00	
   0.0000000000000000e+00	   0.0000000000000000e+00	   1.0000000000000000e+00	
   0.0000000000000000e+00	   0.0000000000000000e+00	  -1.0000000000000000e+00	
