   2.5553567328203965e+00	   1.0518433421851512e+00	   4.8840738570036892e+00	
   2.5553567328203965e+00	   1.0518433421851512e+00	   2.4279608653643296e+00	
   2.5553567328203965e+00	  -5.3360458618852680e-01	   4.3846892472766328e+00	
   2.5553567328203965e+00	   9.1944262812167082e-02	   4.8840738570036892e+00	
   2.7617724345438015e+00	   1.2582590439085557e+00	   2.1732067010639970e+00	
   3.2525403710113459e+00	   1.7490269803760996e+00	   4.8840738570036892e+00	
   3.2525403710113459e+00	   1.7490269803760996e+00	   2.3315236212853492e+00	
   3.6994206781787184e+00	   1.4243494322909043e+00	   1.9682212385367275e+00	
   3.9329645414310024e+00	   9.1944262812166888e-02	   4.8840738570036892e+00	
   4.1954216236802315e+00	  -5.3360458618852724e-01	   4.3846892472766328e+00	
   4.8736293283492307e+00	   5.7123691119025799e-01	   4.8840738570036892e+00	
   5.9632957405929776e+00	  -2.2045207864384658e-01	   3.9982026346205894e+00	
